Gene	logFC	logCPM	PValue	FDR
YLR001C	0.08202773	8.269990486	0.586641063	0.69046242
YLR003C	-0.118829736	8.058212842	0.662765436	0.76003514
YLR004C	-0.110942212	7.860525727	0.569645703	0.675683647
YLR011W	0.587388151	9.180349874	0.004062077	0.010039167
YLR012C	-0.335380082	7.576917555	0.17047638	0.25376962
YLR013W	0.037837552	8.32679069	0.766045825	0.850013051
YLR015W	4.098938155	4.421121263	7.26E-06	2.92E-05
YLR016C	-0.058853087	8.274945203	0.71226173	0.804008709
YLR017W	0.194900438	8.115717536	0.208359941	0.300161008
YLR018C	1.773659871	7.851577605	3.95E-25	8.33E-24
YLR019W	-0.577038993	8.587027691	0.002011905	0.005358741
YLR020C	0.350069667	9.500458781	0.020777743	0.042613035
YLR021W	0.514972302	4.105207593	0.247205492	0.344996459
YLR023C	0.783229999	11.47446115	1.77E-08	9.61E-08
YLR024C	1.014634679	9.779815054	0.00283951	0.00730312
YLR025W	4.162465862	-0.525246036	0.103431376	0.16930284
YLR028C	0.501542502	8.571712194	7.51E-05	0.000257998
YLR030W	-1.502523158	8.682286928	7.26E-14	6.44E-13
YLR031W	0.460097648	6.630006471	0.163079854	0.244980888
YLR032W	2.845248941	4.460169686	7.39E-07	3.33E-06
YLR034C	0.100090496	8.772792324	0.413992664	0.522576735
YLR035C	-0.03574445	8.678983854	0.757741152	0.842618002
YLR036C	0.410445122	9.049418907	0.007732277	0.017773858
YLR037C	0.10916745	8.909594177	0.383453187	0.491575483
YLR038C	0	-1.062674125	1	1
YLR039C	-1.781544128	3.098504123	0.025627066	0.051005928
YLR040C	0.534391549	7.834934847	0.000529949	0.001586372
YLR041W	0.251504336	8.780274489	0.119304915	0.190055505
YLR042C	0.52616706	7.783845051	0.019613867	0.040488696
YLR043C	0.249633942	7.260921309	0.20548149	0.296951098
YLR044C	1.189174882	6.695196897	4.44E-06	1.84E-05
YLR047C	-1.197294771	7.65424329	2.69E-12	2.08E-11
YLR048W	3.794753637	-0.609777234	0.123618519	0.195939881
YLR049C	0.753547422	7.578187466	0.000154964	0.000505733
YLR050C	0.052953927	8.555616081	0.732677862	0.822311855
YLR052W	5.47607697	4.129277308	2.89E-05	0.000106795
YLR053C	0.532443433	7.58203204	0.007641016	0.017588076
YLR054C_1t	-0.268593005	6.107208755	0.426024745	0.534140995
YLR054C_2	0.168359634	8.96738311	0.203727057	0.294830354
YLR055C	-1.72455055	2.487785413	0.022690929	0.046031451
YLR056W	6.204442013	0.537569595	0.034971132	0.067101473
YLR058C	3.981065398	3.320236018	1.07E-05	4.21E-05
YLR059C	1.316761226	5.71994275	5.42E-07	2.50E-06
YLR064W	-2.035440133	9.222976615	3.50E-10	2.26E-09
YLR069C	0	-1.062674125	1	1
YLR070C	-1.500741004	3.587261209	0.003346378	0.008484647
YLR072W	0.154383591	8.618072674	0.299999552	0.403467984
YLR073C	0.626990316	8.429461275	6.94E-07	3.15E-06
YLR074C	7.707355651	1.828803925	2.75E-05	0.000102017
YLR077W	-1.492670523	6.276927082	0.03047872	0.059368502
YLR079W	5.790396222	0.397153314	0.001171129	0.003305867
YLR080W	0.210212528	6.57171382	0.350958804	0.457917677
YLR081W	0.365665972	8.253416891	0.002072884	0.005510708
YLR083C	0.663939849	7.978848281	0.001525022	0.004159151
YLR084C_1	0.280121825	8.324328043	0.055699348	0.100098086
YLR084C_2	0.12244837	8.344269464	0.378004115	0.486549276
YLR085C	-0.749699144	2.13897989	0.455104904	0.561200467
YLR087C	-3.576467186	4.467210372	0.004098257	0.010122499
YLR089C	1.770490727	3.261155892	0.001566934	0.004267793
YLR091W	4.615836543	-0.357981709	0.077786507	0.134047188
YLR092W	2.484988446	5.053651718	1.67E-14	1.58E-13
YLR093C	0.484375829	7.444076734	0.034560858	0.066376226
YLR094C	0.235505953	6.526200085	0.270956063	0.371457445
YLR095C	0.973248104	7.500240923	5.87E-07	2.71E-06
YLR096W	0.407158623	8.433148351	0.004675664	0.011370994
YLR097C	0.1124447	7.825761588	0.555420047	0.66129096
YLR098C	1.421112099	7.324638388	8.34E-09	4.72E-08
YLR099C	-0.523659917	6.97918911	0.012544096	0.027278432
YLR104W	0.814060069	10.46507239	5.28E-09	3.05E-08
YLR107W	-0.156540408	8.761229023	0.539903701	0.645878568
YLR108C	0.762840256	8.098691117	3.21E-05	0.000117586
YLR109W	-1.002851635	6.034295587	0.000351814	0.001083925
YLR110C	-3.55045731	1.597225853	0.00921916	0.020762052
YLR111W	-2.608437666	3.364898032	0.002150931	0.005707117
YLR112W	1.230717751	7.213305821	1.67E-07	8.10E-07
YLR113W	-0.946943585	6.401879425	0.004944847	0.011940847
YLR114C	5.4515794	0.055893276	0.050523477	0.09237166
YLR118C_1	0.390009068	7.980153369	0.086648634	0.146735018
YLR118C_2	-0.038323363	5.839398465	0.860901418	0.930643037
YLR119W	-0.993309153	4.665589514	0.015784485	0.033509417
YLR120C	-0.225819335	5.618778336	0.474035242	0.581577565
YLR121C	0.270092503	8.634452118	0.224952247	0.320025522
YLR122C	0.133875843	8.377886101	0.422355843	0.530352416
YLR123C	0.482105561	8.229050897	0.001861147	0.004993024
YLR124W	0.422055643	8.324351016	0.04665587	0.086143587
YLR125W_1	-6.12379162	0.510384891	0.039213625	0.074140014
YLR125W_2	0.126592702	8.254692196	0.379326639	0.487502341
YLR126C	0.08175843	8.707680434	0.528784357	0.636026838
YLR130C	0.317293856	8.998675714	0.051811694	0.09430738
YLR133W	-0.801785058	6.725084229	0.020363565	0.041909991
YLR135W	0	-1.062674125	1	1
YLR136C	-0.75802082	8.395149573	0.000101079	0.000340522
YLR137W	0.807587799	8.803703175	2.37E-05	8.87E-05
YLR139C	0	-1.062674125	1	1
YLR142W	0.092493099	8.414192442	0.611158018	0.712733081
YLR144C	-0.605334315	0.995874894	0.73533137	0.823940003
YLR146C	-0.256692998	9.004444076	0.079334877	0.13620148
YLR148W	0	-1.062674125	1	1
YLR149C	-0.027167873	8.803156795	0.87849711	0.945189299
YLR150W	2.49652037	6.19896772	5.70E-22	9.76E-21
YLR151C	0.631371673	8.411647368	9.51E-08	4.75E-07
YLR152C	0.119261215	8.171959512	0.649389001	0.747197311
YLR164W	0.618933235	8.678981933	4.60E-05	0.000163082
YLR168C	3.571745868	5.942994554	6.17E-37	3.17E-35
YLR169W	-1.985408328	4.86879486	7.02E-08	3.57E-07
YLR170C	-1.619558577	6.081962105	5.00E-10	3.17E-09
YLR171W	-1.867406856	7.384525569	8.07E-15	7.75E-14
YLR173W	0.131317111	8.609260568	0.237531768	0.334219639
YLR177W	0.526160914	9.921370555	9.46E-06	3.74E-05
YLR178C	0.44094615	8.499934959	0.000368458	0.001129279
YLR180W	0.224176614	6.451699058	0.404287894	0.512771327
YLR181C	-0.182183214	7.818166477	0.398283953	0.506163015
YLR182W	6.782666677	0.996895536	0.00509536	0.012253909
YLR183C	-2.32183019	8.931554821	3.20E-11	2.25E-10
YLR184W	0	-1.062674125	1	1
YLR185W	3.474878986	-0.642196621	0.132589239	0.206882909
YLR187W	-0.347862952	7.166943238	0.14829915	0.225911603
YLR188W	0.355924718	8.760128881	0.019382141	0.040070724
YLR189C	-0.173141664	7.030436731	0.741287095	0.829031282
YLR191W	-0.811937907	4.489835737	0.007768154	0.017836376
YLR192C	0	-1.062674125	1	1
YLR193C	-8.210435389	2.278322065	4.42E-19	5.77E-18
YLR194C_1	-2.619962723	7.371290267	5.57E-13	4.59E-12
YLR194C_2	0.42077913	8.678723326	0.001756048	0.0047358
YLR199C	0.189585102	8.144725212	0.196304766	0.285193563
YLR200W	5.136551275	0.013079649	0.007924772	0.01816554
YLR201C	-3.291966447	1.227490827	0.035933056	0.068722597
YLR203C	-1.990239113	1.799450011	0.1876394	0.275203568
YLR204W	0	-1.062674125	1	1
YLR205C	-0.972913477	8.210837783	1.18E-10	7.88E-10
YLR207W	0.049356651	8.415661778	0.711986443	0.803918759
YLR209C	0.336720954	7.855274582	0.021859194	0.044542036
YLR210W	0.294184644	8.142787654	0.069513843	0.121834497
YLR211C_1t	0.346792296	8.081263279	0.011489428	0.025225186
YLR211C_2	0.099277041	8.600980355	0.501923783	0.608706624
YLR213C	-0.154815783	8.063083854	0.440096863	0.547788645
YLR214W	-5.911093293	6.625712723	5.11E-19	6.61E-18
YLR216C	0.534618046	7.072037652	0.001320318	0.003664084
YLR217W	0.65451859	7.557775528	0.001832575	0.004919583
YLR218C	-0.231289761	6.205762634	0.579257806	0.68353419
YLR219W	0.155844408	7.801063585	0.284065967	0.385699084
YLR220W	0.283966243	8.158687458	0.130778599	0.204683946
YLR221C	2.240373211	5.782371481	1.28E-11	9.46E-11
YLR224W	1.103807912	8.634165014	4.22E-20	6.19E-19
YLR225C	0.538209228	8.381498164	0.001582028	0.004303199
YLR228C	0.857927735	8.065281394	8.60E-07	3.86E-06
YLR232W	-2.7920305	10.5372831	2.84E-35	1.25E-33
YLR233C	1.601176683	4.710237216	0.00695227	0.016225911
YLR234W	7.629124238	1.794897986	4.80E-10	3.05E-09
YLR235C	9.67105654	3.664847718	5.87E-30	1.87E-28
YLR236C	0.179072703	8.557196367	0.263426876	0.362951546
YLR237W	0.452916166	8.031245976	0.006754448	0.015809101
YLR238W	0.960533402	10.74629047	0.000145764	0.000477744
YLR239C	-2.507316841	5.559534079	4.48E-08	2.34E-07
YLR240W	0	-1.062674125	1	1
YLR241W	-1.329378414	8.454453348	1.40E-12	1.11E-11
YLR242C	4.162465862	-0.525246036	0.103431376	0.16930284
YLR247C	0.00137952	8.560332715	0.991156624	1
YLR248W	0.157855782	8.888520001	0.306447608	0.410394157
YLR250W	-0.057635114	8.498270201	0.683975257	0.779356336
YLR251W_2	-0.427210688	8.209199658	0.015905328	0.03370658
YLR253W	0.07263984	9.067326222	0.606099457	0.708734901
YLR254C	-1.485214274	7.204582693	4.58E-08	2.38E-07
YLR255C	0.783076828	8.8850817	5.01E-07	2.32E-06
YLR258W	0.699988954	8.80987716	7.51E-06	3.02E-05
YLR260W	-0.249937399	3.598164903	0.769791125	0.853154224
YLR261C	-0.212240574	3.958870547	0.782356117	0.863912853
YLR262C-A	0.543493047	7.544629866	0.000482429	0.001452587
YLR263W	0.230041871	8.932995054	0.046093673	0.085182103
YLR264W	8.147898915	2.259411781	7.71E-11	5.25E-10
YLR265C	0.874289031	9.073808556	2.69E-10	1.76E-09
YLR266C	0.568553152	8.314590789	0.000214878	0.000683552
YLR267W	-1.391070977	6.541738348	3.85E-08	2.04E-07
YLR268W	4.265262037	-0.490392709	0.093504156	0.156220358
YLR269C	-1.060418705	7.376943026	1.85E-05	7.02E-05
YLR270W	0	-1.062674125	1	1
YLR271W	0.243971679	8.670840786	0.070923975	0.123778147
YLR273C	0.199857928	7.839887442	0.176529952	0.261172823
YLR278C	1.011021395	7.959303601	4.07E-11	2.84E-10
YLR279W	0.416825689	5.849466459	0.185932052	0.27321442
YLR280C	0.318067167	7.801846631	0.008417455	0.019124235
YLR281C	0.08637613	8.441858213	0.481049937	0.588427154
YLR282C	0.049752847	8.279161392	0.819531498	0.896532993
YLR283W	0.062204912	8.431906117	0.801205366	0.881175824
YLR284C	0.404277927	8.61729185	0.000159269	0.000517826
YLR285C-A	0.144983716	8.106923174	0.407551336	0.516030804
YLR285W	0.388059088	8.307107827	0.016254071	0.034346649
YLR286C	-2.726200206	10.49641446	2.45E-17	2.84E-16
YLR287C	0.362420545	8.038384807	0.013475041	0.029041645
YLR287C-A	6.703618643	1.081590078	4.05E-05	0.000145225
YLR288C	0.622631304	7.299643499	0.003507128	0.008837705
YLR289W	0.156115877	8.123017377	0.367716034	0.476192906
YLR290C	0.706178689	7.897324998	4.74E-06	1.95E-05
YLR292C	0.161249695	7.669357871	0.688466104	0.783604455
YLR294C	4.650114409	-0.276318124	0.033034859	0.063778227
YLR295C	-1.774149413	0.605616759	0.337471623	0.44259357
YLR296W	-0.355254556	4.808207923	0.322912327	0.426057677
YLR297W	0.622643359	8.267620207	2.53E-05	9.43E-05
YLR299W	0.297110373	8.738237108	0.101368566	0.166916989
YLR300W	-0.146897186	7.972942437	0.574921563	0.679783551
YLR303W	0.278568398	8.52215742	0.032303886	0.062626872
YLR304C	0.746003614	1.070811248	0.688716387	0.783672301
YLR306W	0.741884974	7.768855	0.00136877	0.003785764
YLR307W	0.240404278	8.271408009	0.096292476	0.160057251
YLR309C	0.482470223	7.878211341	0.002244953	0.005933607
YLR311C	-0.145733153	8.660025701	0.253954772	0.352381538
YLR312C	0.339970886	8.197221336	0.024012153	0.048306387
YLR312C-B	0.211601206	7.438743015	0.133089897	0.207275285
YLR312W-A	0	-1.062674125	1	1
YLR313C	0.217392614	8.61843652	0.121450166	0.192800379
YLR315W	3.04000253	1.754213617	0.023983215	0.04829545
YLR318W	1.37779015	6.870662468	1.03E-09	6.39E-09
YLR319C	-0.067525427	7.315537968	0.726043927	0.81642696
YLR322W	0.761018769	0.14255423	0.776262108	0.858105773
YLR325C	-0.722894407	7.08530362	0.005696434	0.01350972
YLR326W	0.22850836	8.805342462	0.105663388	0.172537355
YLR327C	-0.918972913	3.026681914	0.289682329	0.391771758
YLR328W	1.125425274	6.954446312	1.13E-06	5.02E-06
YLR329W_1	-2.640754223	9.789130581	3.36E-16	3.53E-15
YLR330W	-0.81230931	3.927307925	0.259524749	0.358657269
YLR331C	0.288917536	7.977833404	0.067719845	0.119045579
YLR332W_1	0.175716855	7.929488702	0.337491058	0.44259357
YLR332W_2	0.120587561	7.703078507	0.573435573	0.67841687
YLR334C	0.348668447	8.265704462	0.050816564	0.092824923
YLR335W	2.593990822	7.420048279	4.61E-17	5.23E-16
YLR337C	6.769269996	0.96287584	0.017112805	0.035902822
YLR338W	3.831277669	-0.561216988	0.103860207	0.169862893
YLR341W	0.139280866	8.428825983	0.368693792	0.476819221
YLR342W	9.461094752	3.464325193	8.32E-20	1.18E-18
YLR342W-A	0.432198277	7.121975044	0.016521225	0.03480381
YLR343W	-0.075040429	9.223033615	0.523348073	0.630225778
YLR344W	2.561773339	4.785912662	5.90E-08	3.03E-07
YLR345W	0.262232395	8.254920073	0.027926352	0.055065352
YLR346C	-2.901497595	9.234851075	4.04E-20	5.97E-19
YLR348C	0.056158711	7.936865863	0.728484428	0.818275759
YLR349W	0	-1.062674125	1	1
YLR350W	1.311562334	5.161063349	0.023800915	0.047998902
YLR351C	0.228471874	8.461803624	0.096931056	0.160769427
YLR352W	-0.439503259	8.279335042	0.015242414	0.032459234
YLR353W	-0.189885392	7.046351615	0.36653719	0.475226452
YLR354C	-1.335917294	6.989464422	1.01E-05	3.96E-05
YLR356W	0.544840692	8.226960028	0.000136069	0.000448832
YLR357W	0	-1.062674125	1	1
YLR358C	0	-1.062674125	1	1
YLR360W	-3.223244089	6.434282881	1.27E-18	1.59E-17
YLR361C	-0.484474127	9.248035387	0.000745762	0.002173817
YLR361C-A	-0.341932019	8.022579792	0.019146316	0.03962304
YLR362W	0	-1.062674125	1	1
YLR363W-A	8.182914384	2.233494589	2.79E-05	0.000103386
YLR365W	0.301716009	7.721929155	0.03238268	0.06275003
YLR366W	1.151099703	7.570505715	1.13E-12	9.12E-12
YLR367W	1.156983083	6.797827852	5.10E-11	3.53E-10
YLR368W	0	-1.062674125	1	1
YLR369W	-6.024541811	0.232258108	0.028044257	0.055228507
YLR370C	7.972545578	2.073227465	3.62E-10	2.33E-09
YLR371W_2	1.902904779	0.027605629	0.353433834	0.460562162
YLR372W	3.117429795	-0.700572276	0.188106497	0.275510036
YLR374C	1.378914942	3.125112809	0.076216678	0.131950524
YLR375W	0.589130156	7.48295419	0.008621931	0.019567165
YLR380W	0.386117017	7.803418921	0.050976879	0.093052218
YLR381W	1.302857752	7.910194356	3.45E-12	2.62E-11
YLR382C	3.931869284	-0.597267757	0.11361098	0.182398878
YLR384C	4.196299907	3.234554826	0.004105351	0.01013393
YLR386W	-3.807994127	6.26823746	7.90E-20	1.14E-18
YLR387C	0.816213553	8.179799664	0.000284067	0.000884489
YLR388W	8.792901328	2.831237677	2.74E-23	5.21E-22
YLR390W	0.351592529	8.527762485	0.018563792	0.038533933
YLR390W-A	-0.524871844	7.827809519	0.007261494	0.016813938
YLR391W	-0.456704568	7.823368116	0.004505191	0.010995449
YLR392C	-0.195984525	7.571769797	0.715464227	0.806737441
YLR393W	1.757434186	0.267804758	0.4035694	0.512251462
YLR394W	-0.207642892	8.013722323	0.167818108	0.250811791
YLR398C	-1.150084118	4.748465162	0.000144002	0.000472344
YLR399C	0	-1.062674125	1	1
YLR401C	0.768917197	6.490474097	4.69E-05	0.000165717
YLR402W	4.499255971	5.269391442	6.26E-10	3.94E-09
YLR404W	0.126690382	7.997956556	0.398403249	0.506163015
YLR405W	-0.342821529	6.375052663	0.289024266	0.391010445
YLR406C	2.803661503	6.190089666	3.18E-28	8.55E-27
YLR406C-A	1.837645568	7.326537175	3.29E-17	3.77E-16
YLR407W	0.279048254	8.903193691	0.140586997	0.21649028
YLR408C	-0.429618117	8.17432519	0.00440641	0.010792815
YLR410W	7.262008055	7.500119307	4.96E-43	4.00E-41
YLR412C-A	-0.394988213	5.840308904	0.169550546	0.25257439
YLR412W	-0.125850901	3.025736809	0.894937871	0.958218775
YLR413W	-0.125015777	8.664574484	0.610842508	0.712733081
YLR414C	0.288121777	8.627324421	0.040605911	0.076379997
YLR415C	-0.150010019	8.300255291	0.280573873	0.382093644
YLR416C	0.540984212	8.328096785	7.19E-06	2.90E-05
YLR417W	0	-1.062674125	1	1
YLR418C	3.391733993	-0.651349126	0.147531956	0.224826228
YLR419W	0.232083208	8.770970012	0.142215778	0.218180981
YLR420W	-0.38317564	7.307532325	0.117766538	0.187969115
YLR421C	-0.098837394	5.891444221	0.796766316	0.877467728
YLR422W	-0.242988222	7.663313708	0.191062948	0.278760637
YLR423C	4.763606019	-0.295604725	0.073447241	0.127424297
YLR425W	0.281222773	6.508568967	0.429115869	0.536572252
YLR426W	-4.803012146	6.376034099	6.63E-68	1.95E-65
YLR427W	-0.090549434	6.742466366	0.608043539	0.710363544
YLR428C	0.214353925	8.596187611	0.066362297	0.11695928
YLR429W	-3.051947974	8.69317682	2.64E-24	5.40E-23
YLR431C	-3.114632862	8.170909761	6.57E-17	7.36E-16
YLR432W	0.183642334	7.948451452	0.171779045	0.255431214
YLR433C	-0.066321329	7.316079029	0.808515122	0.887315661
YLR435W	5.896512911	0.326755836	0.024273163	0.048712255
YLR436C	2.055669838	5.289555095	5.29E-08	2.73E-07
YLR437C	-1.307633257	7.707149025	1.32E-08	7.33E-08
YLR438W	-4.083894513	7.56473833	3.54E-38	1.99E-36
YLR439W	0	-1.062674125	1	1
YLR442C	0.633791712	9.400072443	0.0057721	0.013657645
YLR443W	-1.689464751	7.905655922	2.29E-09	1.36E-08
YLR444C	0.479305115	8.437539214	0.000277237	0.000867156
YLR445W_1t	-2.468551275	8.166712745	5.07E-12	3.83E-11
YLR445W_2	-0.237481449	7.507760285	0.162716354	0.244699677
YLR446W	-1.942351544	8.804779601	4.40E-28	1.16E-26
YLR447C	5.316513802	-0.019203814	0.054488864	0.098370307
YLR449W	0.118106863	8.461606381	0.338014161	0.443138183
YLR451W	-0.226017179	8.454062492	0.222013018	0.316831078
YLR452C	-0.280134395	6.587794283	0.302786631	0.406285685
YLR453C	0.095242834	7.316353609	0.646135781	0.744913902
YLR454W	0.152042394	5.671036131	0.626717477	0.726102968
YLR456W	0.245675828	7.256538367	0.135418329	0.210083555
YLR460C	-1.80271159	8.487470147	1.86E-35	8.51E-34
YLR461W	-0.069045609	7.817498547	0.714157522	0.80548502
YML002W	-2.388921175	8.292747344	3.18E-09	1.88E-08
YML003W	0.824843687	8.754576169	1.19E-09	7.27E-09
YML004C	-1.279421384	7.953025228	3.57E-07	1.68E-06
YML005W	-0.147237372	8.965038522	0.367977779	0.476192906
YML006C	-1.427404086	6.159429306	0.004163079	0.010257947
YML007C-A	1.557608688	4.415531968	4.89E-05	0.000172522
YML007W	3.282699175	8.872277963	3.99E-47	4.00E-45
YML009C_2	-2.005951364	7.180591818	3.66E-10	2.35E-09
YML009c_1	-0.306350243	7.030693625	0.20227309	0.292932487
YML010C-B	9.823997194	3.805829243	1.73E-13	1.49E-12
YML010W-A	8.245907628	2.334108174	3.18E-11	2.25E-10
YML011C	0.652714156	7.92935945	9.10E-08	4.56E-07
YML012W	-0.146715189	7.351143012	0.520960071	0.62808621
YML013C-A	4.337690955	2.018740147	0.009342815	0.021016226
YML013W	0.285696505	4.991761792	0.684642945	0.779900916
YML014W	1.138668502	0.877705845	0.580858569	0.684833253
YML016C	-0.038355819	5.317375338	0.915319176	0.974601506
YML017W	-0.235414928	9.022858047	0.45052131	0.558025777
YML018C	-0.211105497	6.235153351	0.447563637	0.555400528
YML019W	1.220357264	8.868802221	3.27E-15	3.25E-14
YML020W	0.293506408	7.525748834	0.088137244	0.148643444
YML021C	-3.022993795	10.06316821	2.84E-39	1.80E-37
YML022W	1.058046529	8.104891465	9.79E-10	6.07E-09
YML024W	3.693163343	-0.577661477	0.122833333	0.194770446
YML026C	5.770749794	2.806740223	1.29E-06	5.67E-06
YML027W	0.511155343	8.109796472	0.000159379	0.000517826
YML028W	-2.089474332	3.730460371	0.007099725	0.016504451
YML029W	1.107681142	10.86095228	1.21E-12	9.71E-12
YML030W	1.254136914	2.846037171	0.025480575	0.050738936
YML032C	9.508217621	3.500069303	3.04E-21	4.91E-20
YML033W	2.854972123	6.73946318	6.35E-30	2.01E-28
YML034W_2	3.910002715	7.060416669	9.90E-60	2.39E-57
YML035C	0.117345245	8.349130302	0.406672058	0.515151319
YML035C-A	1.865071373	9.040410599	2.46E-36	1.20E-34
YML036W	4.568931065	-0.234719416	0.02941385	0.057519078
YML037C	0.736016338	9.061356081	1.90E-09	1.15E-08
YML041C	0.489111123	3.861645111	0.529254	0.636163449
YML042W	-1.718864601	9.335208743	8.08E-17	9.02E-16
YML047C	-0.424160801	9.132895933	0.001283638	0.003579208
YML048W	-4.530614964	8.502647217	1.13E-75	4.66E-73
YML048W-A	-0.464100059	5.512774402	0.151392629	0.230112317
YML050W	0.066213708	8.181670728	0.746830135	0.833869018
YML051W	0.361446555	6.450950862	0.063041475	0.111537004
YML052W	-4.131387594	9.987306371	8.66E-29	2.42E-27
YML053C	-0.360087899	8.221587729	0.041056941	0.077009683
YML054C-A	0.65779497	8.498208136	2.51E-05	9.37E-05
YML055W	0.241460355	8.069418276	0.25420642	0.352611673
YML057W	-0.131313232	8.729949073	0.406090552	0.514815597
YML058C-A	0.588508114	8.602404817	0.000103855	0.000349014
YML058W	0.747910406	8.150391018	4.33E-07	2.02E-06
YML058W-A	-0.109747663	8.647120582	0.360216351	0.468064876
YML059C	0.379911922	8.070074419	0.004967707	0.01198197
YML060W	-0.339094153	7.221197452	0.039764639	0.074969114
YML061C	4.779589689	-0.214779506	0.033343305	0.064247999
